label,cell_type,mean_loss_increase,sem,n_groups,mean_n_dropped,error_rate_increase
Primary motor area,PPP,-0.0170411765575,0.0,1,1.0,0.0
"Retrosplenial area, dorsal part",Low quality,-0.017961972341,0.0354515169258,134,3.84328358209,0.00746268656716
Cortical subplate,ENT L6b,-0.0184755325317,0.121915395998,4,1.0,0.0
"Agranular insular area, ventral part",PIR UL,-0.018522034244,0.0159448981873,3,1.33333333333,0.0
Primary visual area,EPd,-0.0187268077435,0.0255640461886,15,1.13333333333,0.0
Temporal association areas,PG,-0.0190150439739,0.00746735930443,2,1.0,0.0
Visceral area,Unclear,-0.0190305709839,0.0,1,1.0,0.0
"Primary somatosensory area, nose",L6b,-0.0192396755968,0.0915065905139,96,2.76041666667,0.03125
Rostrolateral visual area,PIR UL,-0.0202747434378,0.0711179908192,5,1.0,0.0
Secondary motor area,TR,-0.0208638608456,0.0,1,1.0,0.0
"Anterior cingulate area, dorsal part",Low quality,-0.021116035795,0.0282019779792,28,2.75,-0.0357142857143
Postrhinal area,LA,-0.0212362706661,0.0,1,1.0,0.0
Primary auditory area,L6 IT,-0.0212730981444,0.0733524304214,135,3.79259259259,0.00740740740741
"Agranular insular area, dorsal part",NP PPP/RSP,-0.0215890173179,0.0204876018717,3,1.0,0.0
Ectorhinal area,NP,-0.0218735257273,0.0503393980829,34,1.73529411765,0.0
Temporal association areas,NP PPP/RSP,-0.0221881866455,0.0,1,1.0,0.0
Supplemental somatosensory area,RSP/ACA ML,-0.0224327519536,0.0,1,1.0,0.0
"Agranular insular area, dorsal part",L5 IT,-0.0225967405306,0.0605141907571,30,2.0,0.0
Primary motor area,COA,-0.0226024948061,0.0315197147429,2,1.0,0.0
Primary auditory area,ENT DL,-0.0226153983604,0.0220824742057,4,1.0,0.0
Ectorhinal area,TR,-0.0226178906477,0.0804881902931,11,1.0,0.0909090909091
Ectorhinal area,EPd,-0.0226352160292,0.095524072183,42,2.14285714286,0.0
Primary motor area,L6b/CT,-0.0227137539846,0.0624543851108,15,1.33333333333,0.0
"Primary somatosensory area, barrel field",Unclear,-0.0227665608241,0.0410846867424,11,1.0,0.0
Cortical subplate,HIP CA1,-0.0233170986176,0.0,1,1.0,0.0
"Anterior cingulate area, dorsal part",ENT DL,-0.0236743228277,0.0286752165299,45,1.37777777778,0.0222222222222
Primary visual area,LA,-0.0238011404872,0.0505158661566,3,1.0,0.0
Perirhinal area,COA,-0.024825890859,0.162997593343,6,1.0,0.0
"Agranular insular area, ventral part",TR,-0.0253064841032,0.0319589427606,5,1.2,0.0
"Retrosplenial area, ventral part",Car3,-0.0259105240014,0.0247343091381,6,1.0,0.0
Primary visual area,COA,-0.0264159113169,0.0425998324859,5,1.0,0.0
Temporal association areas,NP,-0.0272715494881,0.030533294026,83,1.84337349398,-0.0120481927711
Anterior area,PG,-0.0273699270418,0.0198053804929,13,1.0,0.0
"Agranular insular area, dorsal part",L6b,-0.0274507954131,0.0279591641097,31,1.83870967742,0.0322580645161
Posterolateral visual area,NP,-0.0281497406873,0.023416731648,7,1.57142857143,0.0
Ventral auditory area,BLAa,-0.029015943408,0.0,1,1.0,0.0
"Agranular insular area, dorsal part",EPd,-0.0305536193635,0.0169279760541,38,2.02631578947,-0.0263157894737
"Retrosplenial area, lateral agranular part",L6b/CT,-0.0306162483059,0.139739646588,10,1.1,0.1
"Retrosplenial area, ventral part",L6b,-0.0310891424135,0.0199534765998,41,1.46341463415,-0.0243902439024
Perirhinal area,RSP/ACA ML,-0.0314407348633,0.0,1,1.0,0.0
"Primary somatosensory area, unassigned",L4/5 IT,-0.0316918218399,0.207698802829,119,10.5798319328,-0.0588235294118
"Retrosplenial area, dorsal part",BLAa,-0.0330968635778,0.0230954773227,3,1.0,0.0
"Primary somatosensory area, trunk",L6 CT,-0.0333787008959,0.135209949657,145,5.0,-0.0344827586207
Perirhinal area,PPP,-0.0335867827137,0.0319278624023,3,1.0,0.0
Primary motor area,NP PPP/RSP,-0.0336200785306,0.0155754124454,18,1.0,0.0
"Primary somatosensory area, mouth",NP,-0.0338007416465,0.0207688421001,146,1.3698630137,-0.0205479452055
"Primary somatosensory area, mouth",L6 IT,-0.034432047482,0.0337352072676,514,3.57392996109,0.00194552529183
"Primary somatosensory area, mouth",L5 IT,-0.0345600140941,0.0512049299946,314,2.33757961783,0.0254777070064
Primary motor area,HIP CA3,-0.0345874726772,0.0199673385723,4,1.0,0.0
Prelimbic area,NA,-0.0347533226013,0.0,1,1.0,0.0
Temporal association areas,L6b/CT,-0.0348585015169,0.0571181591475,90,3.16666666667,0.0222222222222
"Agranular insular area, ventral part",ENT UL,-0.0358058661222,0.0,1,1.0,0.0
"Agranular insular area, posterior part",BLA/BMA/PA,-0.0358372164247,0.0774129266342,21,1.19047619048,0.0
Visceral area,NA,-0.0364507007594,0.0594762122506,236,6.86440677966,0.0254237288136
Ventral auditory area,NP,-0.0365294320863,0.0275237962881,79,1.58227848101,-0.0126582278481
"Retrosplenial area, dorsal part",Car3,-0.0366108180659,0.0408255220712,22,1.04545454545,0.0
Primary visual area,L6b,-0.0369259021572,0.0277226186668,122,2.10655737705,-0.0573770491803
Ectorhinal area,COA,-0.0369515980128,0.0767899807275,11,1.0,-0.0909090909091
"Retrosplenial area, lateral agranular part",NA,-0.037023491966,0.0322187849892,332,5.60542168675,0.0150602409639
Primary visual area,ENT ML,-0.0370953653815,0.0500095451926,46,1.0652173913,0.0
"Retrosplenial area, lateral agranular part",L6b,-0.0375888170348,0.0601850758271,57,2.22807017544,0.0175438596491
"Agranular insular area, dorsal part",PG,-0.0380673408508,0.0,1,1.0,0.0
posteromedial visual area,ENT DL,-0.0396929178387,0.202678207951,4,1.0,0.0
Ventral auditory area,L5 ET,-0.0400345758734,0.0726755158912,111,2.92792792793,0.00900900900901
"Primary somatosensory area, barrel field",HIP CA3,-0.0400794744492,0.0,1,1.0,0.0
"Anterior cingulate area, ventral part",NA,-0.0406273451589,0.0332455925583,197,5.94416243655,-0.0406091370558
Rostrolateral visual area,NP,-0.040912834714,0.0595982513839,51,1.45098039216,0.0
Postrhinal area,Low quality,-0.0411693674929,0.0343990589511,12,1.16666666667,0.0
"Retrosplenial area, ventral part",EPd,-0.0411829551061,0.158976935331,6,1.16666666667,0.0
"Retrosplenial area, dorsal part",NA,-0.0414130876292,0.019902002118,483,6.86542443064,-0.00621118012422
"Anterior cingulate area, dorsal part",NP,-0.0425041533897,0.0319079163676,87,1.87356321839,0.0229885057471
Lateral visual area,NA,-0.0431534409096,0.0758935844697,120,6.04166666667,-0.0416666666667
Supplemental somatosensory area,DGgc,-0.0436095716432,0.0434933183715,2,1.0,0.0
Anteromedial visual area,L6b/CT,-0.0441569893488,0.0655657573509,7,1.0,0.0
Postrhinal area,L6 IT,-0.0446861289032,0.0543095872217,53,2.0,-0.0188679245283
"Agranular insular area, dorsal part",LA,-0.0449319630861,0.0,1,1.0,0.0
Gustatory areas,HIP CA3,-0.0452077917522,0.0335848220869,5,1.0,0.0
Laterointermediate area,L5 IT,-0.0458161648324,0.281232510984,24,3.25,0.125
"Primary somatosensory area, nose",PG,-0.0466550611533,0.0477110967669,13,1.07692307692,0.0
posteromedial visual area,PG,-0.0466774940491,0.151202489008,5,1.0,0.0
Ectorhinal area,TT,-0.0472309794277,0.0418171677738,2,1.0,0.0
"Agranular insular area, ventral part",L5 IT,-0.0481954655714,0.113655510497,18,3.11111111111,-0.0555555555556
Visceral area,LA,-0.0486783385277,0.0,1,1.0,0.0
Supplemental somatosensory area,NP,-0.0511103814837,0.0159434331381,194,1.53092783505,0.0103092783505
Ventral auditory area,AON,-0.0522902011871,0.0,1,1.0,0.0
"Primary somatosensory area, upper limb",COA,-0.0531675815582,0.190872430801,2,1.0,0.0
"Primary somatosensory area, trunk",Unclear,-0.0533839134499,0.0562529609671,5,1.0,0.0
Temporal association areas,DGpo,-0.0536885261536,0.0,1,1.0,0.0
Primary motor area,ENT DL,-0.0550428048841,0.0412784047434,14,1.0,0.0
Anterolateral visual area,L6b,-0.0554233306536,0.124317927103,27,1.37037037037,-0.037037037037
Ventral auditory area,NA,-0.0556883639282,0.0542948609788,199,5.59798994975,0.0
Gustatory areas,ENT ML,-0.0559954596683,0.0549630940089,8,1.125,0.0
Supplemental somatosensory area,Low quality,-0.0565692209783,0.0600566518046,153,4.7385620915,-0.00653594771242
Posterolateral visual area,NA,-0.0585430816689,0.0806314388925,30,6.36666666667,-0.0333333333333
"Retrosplenial area, ventral part",HIP CA3,-0.0594514515251,0.0288120907244,5,1.4,0.0
"Primary somatosensory area, nose",L6b/CT,-0.0596600025892,0.0625293568375,6,1.0,0.0
Ventral auditory area,Unclear,-0.0599632263184,0.0350318966774,6,1.0,0.0
posteromedial visual area,ENT ML,-0.0599928915501,0.0918951231625,5,1.0,0.0
Secondary motor area,PIR UL,-0.0606033056309,0.0232892245741,14,1.07142857143,0.0
"Agranular insular area, posterior part",L6b/CT,-0.0609706923946,0.0688729781859,116,4.12931034483,-0.0603448275862
"Agranular insular area, posterior part",LA,-0.0620592380728,0.0337470894009,11,1.0,0.0
Anterolateral visual area,ENT ML,-0.0626258999109,0.001131311059,2,1.0,0.0
Rostrolateral visual area,Low quality,-0.0629151761532,0.0314025516557,4,1.0,0.0
"Primary somatosensory area, nose",NA,-0.0646444868302,0.0527641148106,314,5.83121019108,-0.0286624203822
"Primary somatosensory area, upper limb",PG,-0.0646658932621,0.0861990057604,11,1.0,0.0
"Primary somatosensory area, trunk",NA,-0.0650683830254,0.0401184071995,184,5.34782608696,-0.0163043478261
"Primary somatosensory area, nose",ENT ML,-0.0661123941342,0.0599910011083,3,1.0,0.0
Ectorhinal area,HIP SUB,-0.0661487511049,0.0481193476734,6,1.0,0.0
"Retrosplenial area, ventral part",L2/3 IT,-0.0674233741043,0.0226354579055,36,1.91666666667,0.0
posteromedial visual area,L6b,-0.0680099702864,0.0874793993905,44,1.77272727273,0.0
"Anterior cingulate area, dorsal part",L6b/CT,-0.0690765462951,0.0439991310593,31,1.96774193548,-0.0322580645161
"Agranular insular area, ventral part",L6 IT,-0.0693807785865,0.10008543134,40,2.55,-0.075
Postrhinal area,EPd,-0.0694230437318,0.060889029167,12,1.16666666667,0.0
Primary visual area,ENT DL,-0.069773820322,0.0794532447445,20,1.5,0.05
"Primary somatosensory area, lower limb",RSP/ACA UL,-0.0699345763773,0.0722405200839,5,1.0,0.0
Perirhinal area,RSP/ACA UL,-0.0705119371414,0.0310195684433,2,1.0,0.0
Ectorhinal area,ENT ML,-0.0711361488423,0.0743516255939,22,3.04545454545,-0.0909090909091
Lateral visual area,DGgc,-0.0714318752289,0.0,1,1.0,0.0
Temporal association areas,TT,-0.0715448160966,0.0563006614635,3,1.33333333333,0.0
"Primary somatosensory area, nose",L5 ET,-0.0716337879026,0.110562777832,103,2.82524271845,0.00970873786408
Lateral visual area,NP,-0.0718877735979,0.0467040108848,41,1.9512195122,-0.0487804878049
"Primary somatosensory area, trunk",L6b/CT,-0.0724161465963,0.128403552136,3,1.0,0.0
"Retrosplenial area, dorsal part",TR,-0.0737285017967,0.0994416383726,8,1.0,0.0
Ventral auditory area,EPd,-0.0741616065476,0.0783405302989,27,1.14814814815,0.0
"Primary somatosensory area, barrel field",HIP SUB,-0.0742496848106,0.0,1,1.0,0.0
"Primary somatosensory area, barrel field",ENT ML,-0.0743625092807,0.0401850098441,11,1.0,0.0
Laterointermediate area,L6 IT,-0.0746198165472,0.380200234127,27,4.77777777778,0.0
Rostrolateral visual area,L6b,-0.0747939665403,0.098990681359,35,1.91428571429,0.0
"Retrosplenial area, dorsal part",RSP/ACA ML,-0.0751193226682,0.0255033373915,317,5.53312302839,-0.0220820189274
Laterointermediate area,L6b/CT,-0.0751876135667,0.0994002155132,12,1.33333333333,0.0
Ectorhinal area,ENT L6b,-0.0760229596332,0.0366404672011,23,2.69565217391,0.0
"Retrosplenial area, dorsal part",L6b,-0.0767823174753,0.0304221072871,107,1.69158878505,0.0
Posterior auditory area,L6b/CT,-0.0779927602181,0.0574691261802,13,1.23076923077,0.0
Visceral area,L6 CT,-0.0782303169341,0.0883284613483,113,5.58407079646,0.0176991150442
"Primary somatosensory area, mouth",L6b,-0.0782975445621,0.039127674122,163,2.28834355828,0.0122699386503
"Retrosplenial area, ventral part",PG,-0.0800867552559,0.0341335482284,6,1.0,0.0
Anterior area,Car3,-0.0804347060621,0.0807831026614,2,1.0,0.0
Gustatory areas,EPd,-0.0814536508073,0.0848894279658,7,1.28571428571,0.0
Posterolateral visual area,ENT UL,-0.0822305455804,0.0817092266885,6,1.83333333333,0.0
Posterolateral visual area,PIR UL,-0.0835212096572,0.423667907312,3,1.33333333333,0.0
Perirhinal area,AON,-0.0848138999194,0.0666276741106,5,1.0,0.0
Ventral auditory area,LA,-0.0849251747131,0.0,1,1.0,0.0
"Retrosplenial area, dorsal part",L4/5 IT,-0.0850091963058,0.0645622801825,134,3.10447761194,-0.0298507462687
"Primary somatosensory area, unassigned",PG,-0.085882853251,0.0603801508911,8,1.0,0.0
Anterior area,PPP,-0.0861547738314,0.282945796847,2,1.0,0.0
Anterior area,ENT DL,-0.0869365686861,0.0529281141918,6,1.16666666667,0.0
Secondary motor area,NP PPP/RSP,-0.0869922853614,0.0408545451186,19,1.0,0.0
Primary auditory area,PIR UL,-0.0874277013871,0.148216723362,9,1.0,0.0
"Primary somatosensory area, nose",PIR UL,-0.087626620351,0.0378990143655,18,1.11111111111,0.0
Anterolateral visual area,L6 IT,-0.0878842554749,0.0833705166975,74,3.08108108108,-0.0405405405405
"Primary somatosensory area, lower limb",Low quality,-0.0879025472328,0.0446652237078,10,1.1,0.0
Posterolateral visual area,NP PPP/RSP,-0.0881645311136,0.0714590913862,5,1.0,0.0
Primary motor area,AON,-0.0882469687171,0.0697297432489,18,1.0,-0.0555555555556
Lateral visual area,PIR UL,-0.0899202644825,0.176947178386,5,1.4,0.0
Anteromedial visual area,EPd,-0.0920352786779,0.0053623765707,2,1.0,0.0
Lateral visual area,LA,-0.0921035408974,0.0,1,1.0,0.0
"Primary somatosensory area, mouth",L6 CT,-0.0928804544409,0.038737922091,528,4.60984848485,0.00378787878788
Temporal association areas,TR,-0.0941789666457,0.0939752991281,7,1.0,0.0
Supplemental somatosensory area,EPd,-0.0945321870022,0.0865763703777,16,1.0625,-0.0625
"Primary somatosensory area, upper limb",Low quality,-0.095058899905,0.0815471809567,14,1.14285714286,0.0
"Primary somatosensory area, trunk",RSP/ACA ML,-0.0951473408689,0.0774431039563,3,1.0,0.0
Secondary motor area,BLAa,-0.0968741526206,0.167170290952,3,1.0,-0.333333333333
"Primary somatosensory area, upper limb",L6b/CT,-0.0996154546738,0.0432865533639,4,1.0,0.0
Secondary motor area,L6b,-0.0997463058939,0.053625244617,142,3.26056338028,-0.0140845070423
Supplemental somatosensory area,L6b/CT,-0.0998363494519,0.0509271897331,46,1.21739130435,-0.0434782608696
Dorsal auditory area,RSP/ACA ML,-0.103138923645,0.0,1,1.0,0.0
"Primary somatosensory area, barrel field",L5 IT,-0.103825032579,0.0427896632321,333,2.78978978979,-0.039039039039
Posterior auditory area,BLA/BMA/PA,-0.10467004776,0.0,1,1.0,0.0
"Primary somatosensory area, trunk",Car3,-0.105728562921,0.0269695451482,4,1.0,0.0
Cortical subplate,Low quality,-0.105887889862,0.220398902893,2,1.0,0.0
"Primary somatosensory area, barrel field",L6 IT,-0.106427632541,0.0381565742591,587,3.24190800681,-0.0289608177172
"Retrosplenial area, dorsal part",ENT ML,-0.107423686578,0.0556855624228,21,1.0,0.0
"Retrosplenial area, lateral agranular part",PIR UL,-0.108729570732,0.0485097931292,20,1.0,0.05
Temporal association areas,COA,-0.109124469002,0.0696226032321,17,1.0,-0.0588235294118
"Primary somatosensory area, nose",RSP/ACA ML,-0.11089044977,0.061858264306,5,1.0,0.0
Postrhinal area,ENT DL,-0.111422962807,0.0731927611402,61,2.5737704918,-0.016393442623
"Retrosplenial area, ventral part",L6b/CT,-0.112000510986,0.0659423114101,11,1.09090909091,0.0
Lateral visual area,L5 ET,-0.113074621329,0.208316832166,52,3.21153846154,-0.0576923076923
"Retrosplenial area, dorsal part",NP PPP/RSP,-0.113308760056,0.034919789488,110,2.05454545455,-0.0363636363636
Anteromedial visual area,ENT ML,-0.113382488704,0.134101144843,13,1.0,0.0
Laterointermediate area,NP,-0.113516682138,0.10173679212,12,2.08333333333,0.0
Visceral area,AON,-0.113583087921,0.0,1,1.0,0.0
Posterolateral visual area,L2/3 IT,-0.113687529395,0.278586706793,21,6.7619047619,0.0
"Primary somatosensory area, upper limb",L5 IT,-0.114096119738,0.062616208712,238,2.76050420168,0.00840336134454
"Primary somatosensory area, unassigned",L6b/CT,-0.115382686257,0.0400741736257,3,1.0,0.0
Visceral area,Low quality,-0.115803669352,0.0502120068824,32,1.6875,0.0
Supplemental somatosensory area,RSP/ACA UL,-0.117247825755,0.0327742448924,7,1.0,0.0
"Agranular insular area, posterior part",L5 ET,-0.118087069909,0.101090764866,84,4.55952380952,-0.047619047619
"Agranular insular area, ventral part",LA,-0.119077980518,0.0,1,1.0,0.0
Primary motor area,RSP/ACA UL,-0.119393856109,0.0557016752386,12,1.16666666667,-0.0833333333333
Laterointermediate area,NA,-0.120103125005,0.122703243994,47,5.25531914894,0.0212765957447
Supplemental somatosensory area,L6 CT,-0.121049797095,0.028132669947,779,4.86521181001,-0.00770218228498
"Retrosplenial area, dorsal part",PPP,-0.121155124302,0.0988458118997,37,2.35135135135,-0.027027027027
Gustatory areas,BLAa,-0.121459573507,0.220408052206,2,1.0,-0.5
Visceral area,ENT L6b,-0.123912413915,0.0612309202195,3,1.0,0.0
Cortical subplate,L6b/CT,-0.124022576809,0.106532548986,25,2.88,-0.04
Primary visual area,TR,-0.124440193176,0.142758846283,2,1.0,0.0
"Primary somatosensory area, barrel field",PPP,-0.124881098606,0.106850655557,5,1.0,0.0
Cortical subplate,PIR UL,-0.125777482986,0.0,1,1.0,0.0
Supplemental somatosensory area,L4/5 IT,-0.125904253916,0.0669856604201,708,10.3855932203,-0.0169491525424
"Anterior cingulate area, ventral part",L2/3 IT,-0.128831060224,0.0632233261623,101,7.07920792079,-0.029702970297
Postrhinal area,AON,-0.129163533449,0.0,1,1.0,0.0
"Primary somatosensory area, mouth",RSP/ACA ML,-0.132828377932,0.0501704470847,5,1.2,0.0
Cortical subplate,TT,-0.132912039757,0.0630625486374,2,1.0,0.0
"Primary somatosensory area, mouth",BLAa,-0.133034467697,0.0,1,1.0,0.0
Primary motor area,HIP CA1,-0.134358876074,0.0532266729595,6,1.0,0.0
"Primary somatosensory area, nose",NP,-0.134379968172,0.0448003511435,71,1.46478873239,-0.0140845070423
Perirhinal area,L4/5 IT,-0.136264122932,0.211840894244,19,2.05263157895,0.0526315789474
Postrhinal area,Unclear,-0.137064695358,0.0,1,1.0,0.0
Ventral auditory area,ENT DL,-0.138407413368,0.0660447519697,40,2.075,-0.025
Postrhinal area,ENT UL,-0.138469324532,0.0778947813883,11,4.54545454545,-0.0909090909091
Postrhinal area,L2/3 IT,-0.139232482976,0.134943969291,116,8.91379310345,0.0172413793103
Temporal association areas,PPP,-0.142783567309,0.165932224866,4,1.0,0.0
"Anterior cingulate area, ventral part",L6 CT,-0.143703103278,0.0713209202604,86,5.79069767442,-0.0348837209302
"Agranular insular area, posterior part",PIR UL,-0.144207335589,0.0740261040083,20,1.05,0.1
"Agranular insular area, posterior part",ENT ML,-0.148658651859,0.190840132991,4,1.0,0.0
Anteromedial visual area,HIP CA3,-0.149025022984,0.335812329865,4,1.25,0.0
"Retrosplenial area, lateral agranular part",Unclear,-0.150472832578,0.100843461053,7,1.0,0.0
"Primary somatosensory area, lower limb",ENT DL,-0.151083290577,0.0547583699226,2,1.0,0.0
Supplemental somatosensory area,L5 IT,-0.152222872171,0.0372761858623,341,2.58357771261,-0.00879765395894
posteromedial visual area,Unclear,-0.152765274048,0.0,1,1.0,0.0
"Primary somatosensory area, trunk",L5 IT,-0.153786453958,0.0889831168906,93,4.2688172043,-0.0215053763441
"Primary somatosensory area, trunk",BLAa,-0.153794288635,0.0,1,1.0,0.0
Dorsal auditory area,ENT ML,-0.154295052588,0.112474775186,10,1.0,0.0
Posterior auditory area,NA,-0.155726007919,0.0817465303985,75,5.4,-0.0266666666667
Supplemental somatosensory area,PG,-0.157267122783,0.0475555901018,23,1.04347826087,-0.0434782608696
Supplemental somatosensory area,L5 ET,-0.158572925078,0.0473646484335,272,2.75,-0.0220588235294
cerebrum related,NA,-0.158689498901,0.0,1,9.0,0.0
"Agranular insular area, posterior part",L6b,-0.159197981845,0.0675797092336,94,3.26595744681,-0.031914893617
"Anterior cingulate area, dorsal part",PPP,-0.159734601776,0.186007286111,3,1.0,0.0
"Retrosplenial area, ventral part",L6 CT,-0.159817249293,0.035621137506,156,3.02564102564,-0.0512820512821
Ectorhinal area,BLA/BMA/PA,-0.160143086687,0.20539129649,6,1.16666666667,0.0
"Agranular insular area, dorsal part",L2/3 IT,-0.161270484024,0.218840243271,43,8.13953488372,0.0697674418605
Primary auditory area,TR,-0.161440968513,0.0,1,1.0,-1.0
Posterior auditory area,PIR UL,-0.164488315582,0.0,1,1.0,0.0
Anterior area,TT,-0.166976630688,0.0797677636147,2,1.5,-0.5
Gustatory areas,L6 CT,-0.168703794031,0.0925374308482,106,4.29245283019,-0.0377358490566
Ventral auditory area,L2/3 IT,-0.16920406111,0.161041497855,148,7.96621621622,0.00675675675676
posteromedial visual area,L6 CT,-0.170058582384,0.178381420861,78,7.60256410256,0.025641025641
Rostrolateral visual area,AON,-0.170083463192,0.0,1,1.0,0.0
Primary motor area,EPd,-0.17219932129,0.163233803114,3,1.0,0.0
"Agranular insular area, dorsal part",TR,-0.172970262263,0.0975505939768,5,1.0,0.0
"Retrosplenial area, dorsal part",L6b/CT,-0.17507322769,0.0952759232836,24,1.16666666667,0.0
"Primary somatosensory area, mouth",PIR UL,-0.175738950435,0.0631853372981,24,1.08333333333,-0.125
Anterolateral visual area,L6b/CT,-0.176484703397,0.124279546675,6,1.33333333333,0.0
"Anterior cingulate area, ventral part",L5 IT,-0.178299448785,0.0476340032854,92,2.35869565217,-0.0869565217391
"Anterior cingulate area, ventral part",L6 IT,-0.178665712449,0.058177754276,115,3.87826086957,-0.104347826087
"Primary somatosensory area, mouth",HIP CA3,-0.17901802063,0.0,1,1.0,0.0
"Retrosplenial area, ventral part",L5 IT,-0.181357883985,0.0462603078624,29,1.24137931034,0.0
"Agranular insular area, posterior part",Unclear,-0.182168547995,0.168457446546,8,1.0,-0.25
Temporal association areas,EPd,-0.182569699129,0.0737426879242,31,1.32258064516,0.0
"Retrosplenial area, dorsal part",L2/3 IT,-0.183831172001,0.0553640030261,190,3.96315789474,-0.0105263157895
Temporal association areas,AON,-0.185030480847,0.111592729395,5,1.0,0.0
Temporal association areas,NA,-0.186086971498,0.052339096986,238,6.36554621849,-0.0210084033613
Postrhinal area,L5 IT,-0.186604843963,0.0844410816149,58,1.75862068966,-0.051724137931
Anteromedial visual area,Low quality,-0.187748476863,0.243579984649,6,1.33333333333,0.0
Posterior auditory area,ENT ML,-0.189203023911,0.12255814437,10,1.3,0.0
"Retrosplenial area, lateral agranular part",NP PPP/RSP,-0.189652348558,0.131221788688,12,1.16666666667,0.0833333333333
"Retrosplenial area, ventral part",L6 IT,-0.192589955925,0.0339872809223,123,1.93495934959,-0.0243902439024
Anteromedial visual area,L6 CT,-0.193388655883,0.162407361106,83,6.18072289157,0.0240963855422
Anteromedial visual area,AON,-0.194778442383,0.0,1,1.0,0.0
Posterolateral visual area,EPd,-0.197435736656,0.0196744203568,2,1.5,0.0
Primary visual area,BLA/BMA/PA,-0.197909280658,0.104399828589,5,1.0,0.0
Primary auditory area,L5 IT,-0.198394862908,0.0525753048636,112,2.07142857143,-0.0535714285714
"Primary somatosensory area, mouth",ENT UL,-0.199048995972,0.0,1,1.0,0.0
Temporal association areas,L6 CT,-0.200057484151,0.12584249239,71,4.28169014085,0.0281690140845
posteromedial visual area,L6b/CT,-0.202045083046,0.0700464874368,4,1.0,0.0
Perirhinal area,ENT DL,-0.20349138142,0.20864620831,30,4.5,-0.1
Posterolateral visual area,L4/5 IT,-0.204427107836,0.69302831875,14,6.64285714286,-0.0714285714286
Perirhinal area,TR,-0.209700387088,0.139658343421,14,1.35714285714,0.0
Cortical subplate,L6b,-0.210645407438,0.193937274427,17,5.05882352941,0.0
posteromedial visual area,L6 IT,-0.211563979499,0.116459883794,75,3.54666666667,-0.0133333333333
posteromedial visual area,HIP CA1,-0.212097093463,0.0,1,1.0,0.0
Anteromedial visual area,PIR UL,-0.216054220917,0.126459059633,4,1.25,0.0
Visceral area,BLA/BMA/PA,-0.216512290388,0.095078299285,5,1.6,0.0
"Primary somatosensory area, unassigned",PIR UL,-0.222329854965,0.0,1,1.0,0.0
Rostrolateral visual area,Car3,-0.223794594746,0.17009536322,44,1.5,-0.181818181818
Perirhinal area,L6b,-0.225328715474,0.167103532103,12,6.25,0.0
cerebrum related,NP,-0.22617483139,0.0,1,12.0,0.0
"Agranular insular area, dorsal part",PIR UL,-0.226341638928,0.225928602405,3,1.0,-0.333333333333
Ectorhinal area,L6 IT,-0.229519078053,0.0743287769417,45,1.53333333333,0.0
Perirhinal area,BLA/BMA/PA,-0.230547861728,0.0942570027639,7,1.0,0.0
"Retrosplenial area, lateral agranular part",L2/3 IT,-0.2305712282,0.0826010177736,205,6.62926829268,-0.0341463414634
"Retrosplenial area, lateral agranular part",Car3,-0.231519642998,0.115985127106,17,1.0,0.0588235294118
Lateral visual area,ENT DL,-0.234134212136,0.13390642032,15,1.26666666667,0.0
Primary motor area,TT,-0.234691858292,0.0,1,1.0,0.0
Postrhinal area,Car3,-0.234829523666,0.150345378307,43,1.81395348837,-0.046511627907
Lateral visual area,Car3,-0.235290235501,0.165415787245,44,1.75,-0.0909090909091
"Retrosplenial area, lateral agranular part",TR,-0.236810445786,0.156796445901,6,1.0,0.0
Anterolateral visual area,COA,-0.241028547287,0.0217788219452,2,1.0,0.0
"Primary somatosensory area, trunk",HIP CA1,-0.24441242218,0.0,1,1.0,0.0
"Primary somatosensory area, unassigned",Unclear,-0.245273590088,0.0,1,1.0,0.0
Cortical subplate,COA,-0.24754802386,0.0294012358532,3,1.0,0.0
"Retrosplenial area, lateral agranular part",L5 IT,-0.250281686159,0.0618882419861,250,3.992,0.004
Anteromedial visual area,PPP,-0.251093864441,0.315699577332,2,1.0,0.0
"Primary somatosensory area, unassigned",NA,-0.253500689016,0.0825648007328,148,5.65540540541,-0.0135135135135
"Anterior cingulate area, ventral part",PIR UL,-0.254684776704,0.209715696336,13,1.0,0.0
Rostrolateral visual area,ENT ML,-0.26051402986,0.189195372227,5,1.0,0.0
"Retrosplenial area, dorsal part",L5 IT,-0.263965619214,0.0535816041111,160,2.225,-0.0375
"Primary somatosensory area, unassigned",L5 IT,-0.26502759678,0.211359100491,68,2.77941176471,-0.0294117647059
Prelimbic area,L6b,-0.265495538712,0.0,1,5.0,0.0
Rostrolateral visual area,RSP/ACA ML,-0.268345832825,0.0,1,1.0,0.0
Anterior area,L6b/CT,-0.269941602434,0.0821913067495,7,1.0,0.0
Ventral auditory area,L6 IT,-0.271089708554,0.0919843780587,126,2.73015873016,0.00793650793651
Temporal association areas,PIR UL,-0.274624648504,0.175086918999,6,1.0,0.0
"Primary somatosensory area, mouth",PPP,-0.275575116277,0.0627192588586,4,1.0,-0.25
"Retrosplenial area, ventral part",ENT DL,-0.277612644148,0.0655761166829,14,4.42857142857,0.0
Postrhinal area,BLAa,-0.27829499573,0.300299758495,5,1.6,-0.2
"Primary somatosensory area, nose",NP PPP/RSP,-0.280662536621,0.0,1,1.0,0.0
