label,cell_type,mean_attention,sem,count
Primary motor area,NP,0.0194307170736,0.000612438555351,412
Secondary motor area,L6 CT,0.0193360488727,0.000257107175268,2189
Ectorhinal area,Low quality,0.0192852634937,0.00271031140018,32
Anteromedial visual area,L6b,0.0192247957599,0.00185030609732,49
Temporal association areas,Low quality,0.0191590379585,0.00305942964041,22
Cortical subplate,HIP CA1,0.0191555023193,0.0,1
Visceral area,L6b,0.0191016234354,0.00078757760163,361
Posterolateral visual area,BLA/BMA/PA,0.0190886497498,0.0016423145571,5
"Primary somatosensory area, barrel field",DGgc,0.0190716683865,0.00299858200177,4
"Anterior cingulate area, dorsal part",PPP,0.0190509557724,0.000643610954285,2
Ectorhinal area,L5 ET,0.0189557498014,0.00121798469185,79
"Agranular insular area, posterior part",Low quality,0.0189137137042,0.00207695337167,113
Secondary motor area,NP PPP/RSP,0.0188551505407,0.00234126805863,15
"Primary somatosensory area, barrel field",NA,0.0188491259641,0.000325881537796,4909
"Anterior cingulate area, ventral part",TR,0.0188477039337,0.00749034587355,5
"Primary somatosensory area, upper limb",TR,0.0187210887671,0.0125926601675,3
Primary motor area,L6b,0.0186983658542,0.000454797755033,823
Anterior area,PPP,0.0186765909195,0.00640539113534,5
"Primary somatosensory area, barrel field",L6b,0.0186749780671,0.000795504546116,466
Secondary motor area,NP,0.0186620067401,0.000649606044234,332
Lateral visual area,NP,0.0186593690062,0.00190969647932,79
"Agranular insular area, posterior part",DGgc,0.0186347961426,0.0,1
"Primary somatosensory area, barrel field",RSP/ACA UL,0.0186125172509,0.000624193778686,9
Postrhinal area,NP,0.0185011487076,0.00155047754638,69
Posterior auditory area,COA,0.0184211730957,0.0,1
Anterior area,PG,0.0183607018911,0.0038992731805,13
Gustatory areas,HIP CA3,0.0182614326477,0.00187586628969,3
"Agranular insular area, dorsal part",ENT L6b,0.0181498229504,0.00341373794491,8
Anterior area,HIP CA3,0.0181438128153,0.00063776481682,3
Gustatory areas,NP,0.0181275799468,0.00130063065443,74
"Primary somatosensory area, trunk",L6b,0.0180587000919,0.00158374747679,99
"Agranular insular area, posterior part",NP,0.0180522582748,0.0012460743341,66
Primary motor area,PG,0.0180319809914,0.00241238945095,25
Primary auditory area,ENT L6b,0.0180270671844,0.0,1
Primary motor area,EPd,0.0179996490479,0.00160455703735,2
Secondary motor area,L6b/CT,0.0179583461661,0.00235447961042,19
"Primary somatosensory area, lower limb",L6b,0.0179141297865,0.00110039755046,209
Anterior area,NP,0.0179014284502,0.00149895447427,110
Primary visual area,Unclear,0.0178965516388,0.0058334795571,16
Dorsal auditory area,PPP,0.017840385437,0.0,1
Postrhinal area,LA,0.0178327560425,0.00620269775391,2
Perirhinal area,L6 CT,0.0178127288818,0.0,1
Ventral auditory area,Low quality,0.0177004635334,0.00485781809864,10
Supplemental somatosensory area,Low quality,0.0176657990316,0.00110200313604,397
"Primary somatosensory area, upper limb",L6b,0.0176608610144,0.000997104026485,336
Anterolateral visual area,RSP/ACA ML,0.0176506638527,0.00607818365097,2
Supplemental somatosensory area,NA,0.0176495871157,0.000346523208986,5059
Visceral area,Low quality,0.0176298127455,0.00214997863692,51
Supplemental somatosensory area,L6b,0.0175834544564,0.000583832996214,956
Posterior auditory area,Low quality,0.0175824165344,0.00701284408569,2
"Primary somatosensory area, barrel field",NP,0.0175460362125,0.000844661366388,328
"Primary somatosensory area, mouth",L6b/CT,0.0173300156991,0.00694538497271,12
"Anterior cingulate area, ventral part",DGpo,0.0173141956329,0.0,1
"Agranular insular area, posterior part",HIP CA3,0.017130613327,0.0,1
Primary motor area,NP PPP/RSP,0.017075041309,0.00251134703756,16
Rostrolateral visual area,NA,0.0170413892764,0.000799709108361,701
Anterolateral visual area,NP PPP/RSP,0.0169689144407,0.00486911891243,7
"Primary somatosensory area, barrel field",NP PPP/RSP,0.0168199709484,0.00422527829772,7
"Agranular insular area, dorsal part",NP,0.0167513175653,0.00081826539907,130
Secondary motor area,PG,0.01674439013,0.00162000359154,16
Primary auditory area,NA,0.0167152552844,0.000434343049312,1416
Supplemental somatosensory area,DGpo,0.0166759490967,0.0,1
"Primary somatosensory area, upper limb",PIR UL,0.0166666954756,0.00518283769601,13
"Primary somatosensory area, upper limb",Low quality,0.0166239149514,0.00208602502398,63
Posterior auditory area,PG,0.0166050195694,0.00500857830048,2
"Retrosplenial area, dorsal part",BLA/BMA/PA,0.0166020393372,0.0,1
"Primary somatosensory area, lower limb",NP,0.0165567376896,0.000998813124846,190
Infralimbic area,NP,0.0164927641551,0.00307254080477,3
Postrhinal area,NA,0.0164731852323,0.000459699248863,865
Anterolateral visual area,NA,0.0164311220907,0.000902367577516,743
Laterointermediate area,NA,0.0163654646257,0.00121144388876,296
Gustatory areas,LA,0.0163612961769,0.00571769475937,2
"Primary somatosensory area, barrel field",Unclear,0.0163290858269,0.0062648629324,10
Infralimbic area,ENT ML,0.016325712204,0.0,1
Perirhinal area,COA,0.0162761211395,0.0,1
"Retrosplenial area, ventral part",ENT UL,0.0161944826444,0.00251235038543,6
Primary visual area,HIP CA1,0.0161280930042,0.00230859931479,4
Perirhinal area,NA,0.0161189473037,0.000862741117559,132
"Primary somatosensory area, mouth",EPd,0.0160012245178,0.0,1
Primary auditory area,PIR UL,0.0159053653479,0.00478561263848,4
Gustatory areas,ENT L6b,0.0158939361572,0.00297562135174,6
"Orbital area, ventrolateral part",L5 ET,0.0158395767212,0.00245507576156,5
Gustatory areas,RSP/ACA UL,0.0158209460122,0.00139360062659,7
"Primary somatosensory area, nose",L6b,0.0158025468974,0.000780549245603,238
Primary motor area,Unclear,0.0157799991694,0.00513858425445,11
Anterior area,DGgc,0.015659292539,0.00316736465908,3
Temporal association areas,NA,0.0154715009459,0.000411076775176,1304
Posterolateral visual area,HIP CA1,0.0154616832733,0.0,1
"Primary somatosensory area, unassigned",PG,0.0154549169044,0.00718017125085,12
Lateral visual area,AON,0.0154533982277,0.00218193834982,4
"Primary somatosensory area, upper limb",NP,0.0154511279055,0.000942641385369,223
Laterointermediate area,Low quality,0.015166759491,0.0040323537454,4
Posterolateral visual area,DGpo,0.015077829361,0.0,1
"Primary somatosensory area, barrel field",PPP,0.0150678157806,0.0,1
"Primary somatosensory area, trunk",NP,0.015052824962,0.000955608082831,119
Prelimbic area,NP,0.0150244235992,0.0,1
Posterior auditory area,NA,0.0150103698952,0.00120752463891,281
Supplemental somatosensory area,PPP,0.0149943828583,0.0,1
"Orbital area, ventrolateral part",NA,0.014987177319,0.00182819190955,9
Gustatory areas,ENT ML,0.0149707198143,0.00404220819473,2
"Agranular insular area, dorsal part",DGpo,0.0149348080158,0.00153130876531,4
Visceral area,TR,0.0148861408234,0.0,1
"Agranular insular area, ventral part",COA,0.0148386160533,0.00166195716902,3
"Primary somatosensory area, nose",RSP/ACA ML,0.0148357152939,0.00272762775421,2
Dorsal auditory area,Unclear,0.0148213307063,0.00370691372048,6
"Primary somatosensory area, unassigned",NP,0.0147993592116,0.00137690843196,65
Ventral auditory area,NA,0.0147979137925,0.000377875697035,1056
"Primary somatosensory area, mouth",NP PPP/RSP,0.014771938324,0.00395655632019,2
Primary motor area,DGpo,0.0147244930267,0.0,1
"Primary somatosensory area, nose",PPP,0.0146582126617,0.00105166435242,2
Visceral area,NA,0.014645268842,0.000514753816527,1260
Primary auditory area,BLA/BMA/PA,0.0146389007568,0.0,1
Dorsal auditory area,COA,0.0145533084869,0.00305104255676,2
Dorsal auditory area,NP PPP/RSP,0.0145220756531,0.0,1
Lateral visual area,LA,0.0145120620728,0.0,1
Postrhinal area,PG,0.0144742925962,0.00534973273868,3
Postrhinal area,BLA/BMA/PA,0.0144567489624,0.0,1
Anterolateral visual area,DGpo,0.0143494606018,0.0,1
Ectorhinal area,AON,0.0143444538116,0.0,1
Ventral auditory area,NP,0.0143039345236,0.00111422723843,118
Dorsal auditory area,Low quality,0.0142758804209,0.00371336514414,17
Postrhinal area,COA,0.0142493198315,0.00204391782626,12
Primary visual area,BLA/BMA/PA,0.0142119884491,0.00227305054692,5
Primary auditory area,NP,0.0142016889028,0.000781573541532,153
Ectorhinal area,NA,0.014137539958,0.00055070899901,546
"Primary somatosensory area, barrel field",COA,0.0140483878553,0.00747708035897,5
Dorsal auditory area,NA,0.0140172743577,0.000559754835035,933
"Retrosplenial area, lateral agranular part",COA,0.0140124559402,0.000873179158589,4
Gustatory areas,AON,0.0140006542206,0.00184726715088,2
"Primary somatosensory area, upper limb",RSP/ACA ML,0.0139467716217,0.00785744933213,3
"Primary somatosensory area, lower limb",NP PPP/RSP,0.0139125585556,0.00220166548995,6
"Agranular insular area, dorsal part",RSP/ACA ML,0.0138669162989,0.00153651280933,8
Laterointermediate area,NP,0.0138289998559,0.00172975126051,34
Supplemental somatosensory area,RSP/ACA UL,0.0137334167957,0.00338289409246,4
Supplemental somatosensory area,AON,0.0137331485748,0.00376033782959,2
"Retrosplenial area, lateral agranular part",PG,0.0136402050654,0.00308033635674,6
"Agranular insular area, ventral part",NP,0.0135792305595,0.00162463496524,19
"Primary somatosensory area, unassigned",AON,0.0135641098022,0.0,1
Secondary motor area,ENT UL,0.0135447581609,0.00328381983729,3
"Primary somatosensory area, lower limb",HIP CA1,0.0134991407394,0.00490987300873,2
Perirhinal area,L5 ET,0.0134606599808,0.0035352442326,5
Posterolateral visual area,EPd,0.0134408076604,0.00253327513775,3
Primary motor area,HIP SUB,0.0134027004242,0.0,1
Visceral area,PPP,0.013357847929,0.00146248936653,2
Anterior area,AON,0.0132528543472,0.00104534626007,2
Supplemental somatosensory area,DGgc,0.0132472515106,0.0,1
Secondary motor area,COA,0.0130884647369,0.0,1
Primary visual area,HIP CA3,0.0130492108209,0.00117561439295,7
Rostrolateral visual area,Unclear,0.012804068625,0.00341676128769,4
"Agranular insular area, ventral part",LA,0.0127744674683,0.0,1
"Retrosplenial area, lateral agranular part",BLAa,0.012690782547,0.0,1
"Primary somatosensory area, lower limb",Car3,0.0125977993011,0.0,1
"Primary somatosensory area, upper limb",HIP CA1,0.012567281723,7.31945037842e-05,2
"Primary somatosensory area, mouth",L6b,0.012375676928,0.000655825683101,463
Supplemental somatosensory area,NP,0.0123649819741,0.000743203330232,221
Cortical subplate,COA,0.0123352209727,0.00297317343681,3
"Agranular insular area, ventral part",ENT UL,0.012282371521,0.0,1
"Primary somatosensory area, nose",RSP/ACA UL,0.0122210383415,0.00589710474014,2
"Primary somatosensory area, unassigned",L6b/CT,0.0121685465177,0.00234365730213,3
"Primary somatosensory area, trunk",NP PPP/RSP,0.0121505856514,0.00179923594537,6
"Primary somatosensory area, upper limb",L6b/CT,0.0120635905436,0.00261599150441,14
Visceral area,NP,0.0119372072319,0.00116813509648,120
"Primary somatosensory area, nose",ENT DL,0.0119273662567,0.0,1
Rostrolateral visual area,PG,0.011915063858,0.0021633606208,10
Primary auditory area,PG,0.0118956186555,0.00223877389746,11
Lateral visual area,RSP/ACA ML,0.0118896961212,0.0,1
Anterolateral visual area,NP,0.0118506488949,0.00160436117446,100
"Primary somatosensory area, nose",Unclear,0.0118192285299,0.00225885051826,4
"Retrosplenial area, lateral agranular part",HIP CA1,0.0118008852005,0.00148236751556,2
"Primary somatosensory area, nose",NP PPP/RSP,0.0117540359497,0.00171014168916,3
"Primary somatosensory area, lower limb",RSP/ACA ML,0.0116518586874,0.00757564604282,2
"Primary somatosensory area, trunk",PPP,0.0113275766373,0.00196031995132,5
Rostrolateral visual area,NP,0.0112879261987,0.00101384943404,73
"Primary somatosensory area, upper limb",Car3,0.011247754097,0.0,1
"Primary somatosensory area, mouth",BLA/BMA/PA,0.0111570358276,0.0,1
Temporal association areas,NP,0.0110493395208,0.000777078757851,138
Ectorhinal area,NP,0.0108620783557,0.00159382056838,23
Temporal association areas,PG,0.0107668757439,0.00307787532492,5
"Primary somatosensory area, unassigned",Unclear,0.0105727116267,0.00192889997593,3
"Agranular insular area, ventral part",BLAa,0.0105452537537,0.0,1
Rostrolateral visual area,TT,0.0104748010635,0.0,1
"Primary somatosensory area, nose",L6b/CT,0.0104123771191,0.00192642102538,5
Supplemental somatosensory area,Unclear,0.0103324372321,0.00277425750895,16
Posterior auditory area,NP,0.0102458968759,0.00125491796129,32
Rostrolateral visual area,NP PPP/RSP,0.0102014243603,0.00525668263435,2
Ventral auditory area,AON,0.0101474523544,0.0,1
Temporal association areas,PPP,0.010133934021,0.000935669582281,5
Dorsal auditory area,RSP/ACA UL,0.010101556778,0.0,1
Visceral area,RSP/ACA ML,0.00996673107147,0.0,1
"Orbital area, ventrolateral part",NP,0.00993800163269,0.0,1
Dorsal auditory area,NP,0.00959648560452,0.000819122012582,93
"Primary somatosensory area, upper limb",DGpo,0.00959515571594,0.0,1
Lateral visual area,COA,0.0095489025116,0.0,1
Temporal association areas,HIP CA3,0.00948977470398,0.000229716300964,2
Anterior area,NP PPP/RSP,0.00937306880951,0.00279486179352,2
Ventral auditory area,PPP,0.00935399532318,0.0,1
Anterolateral visual area,PG,0.00926077365875,0.00400669176605,5
"Agranular insular area, posterior part",PPP,0.00918793678284,0.0,1
"Orbital area, lateral part",L5 IT,0.00915098190308,0.0,1
"Primary somatosensory area, unassigned",L6b,0.00914702206796,0.000787549291379,138
"Retrosplenial area, ventral part",MOB UL,0.00901079177856,0.0,1
"Retrosplenial area, lateral agranular part",AON,0.00895440578461,0.0,1
"Primary somatosensory area, unassigned",PPP,0.00889849662781,0.0,1
Primary motor area,LA,0.00863432884216,0.0,1
Visceral area,ENT ML,0.00863218307495,0.0,1
Primary visual area,TT,0.00839710235596,0.0,1
Primary motor area,ENT UL,0.00827646255493,0.0,1
Ventral auditory area,NP PPP/RSP,0.00825917720795,0.0,1
Temporal association areas,BA,0.00824022293091,0.0,1
"Agranular insular area, posterior part",HIP SUB,0.00824010372162,0.0,1
Visceral area,COA,0.00810098648071,0.0,1
Postrhinal area,Unclear,0.00789892673492,0.0,1
Secondary motor area,EPd,0.00783216953278,0.0,1
posteromedial visual area,Unclear,0.00766408443451,0.0,1
"Orbital area, lateral part",PG,0.00761556625366,0.0,1
"Primary somatosensory area, unassigned",EPd,0.00752711296082,0.0,1
Primary motor area,HIP CA1,0.00737370550632,0.0016281067443,6
Laterointermediate area,PIR UL,0.0069993019104,0.000667072634728,5
"Agranular insular area, ventral part",HIP CA1,0.00699126720428,0.0,1
Primary motor area,DGgc,0.00689963499705,0.00203270121465,3
Visceral area,PG,0.00686830282211,0.0,1
"Primary somatosensory area, unassigned",Car3,0.00679600834846,0.00365356649596,5
"Primary somatosensory area, barrel field",TR,0.00669717788696,0.000960052013397,2
"Primary somatosensory area, nose",ENT UL,0.0066351890564,0.000174522399902,2
Ventral auditory area,HIP SUB,0.00648954510689,0.0,1
Rostrolateral visual area,RSP/ACA UL,0.00645524263382,0.0,1
"Primary somatosensory area, upper limb",Unclear,0.00633245334029,0.00123749565655,6
"Primary somatosensory area, unassigned",BLA/BMA/PA,0.00630295276642,0.0,1
"Agranular insular area, ventral part",Unclear,0.00626361370087,0.0,1
Ventral auditory area,BLAa,0.00618171691895,0.0,1
"Primary somatosensory area, upper limb",EPd,0.0059894323349,0.0,1
Visceral area,BLA/BMA/PA,0.00592187047005,0.00150474839453,9
Anterior area,L6b/CT,0.00590017437935,0.000802367925644,2
Visceral area,HIP SUB,0.00581336021423,0.0,1
"Primary somatosensory area, unassigned",ENT DL,0.00574254989624,0.0,1
Visceral area,TT,0.00556722283363,0.0,1
Ectorhinal area,PG,0.00540095567703,0.000338494777679,2
Rostrolateral visual area,DGgc,0.00519227981567,0.0,1
Ectorhinal area,Unclear,0.00487844645977,0.000331148505211,2
Rostrolateral visual area,HIP CA3,0.00465565919876,0.0,1
"Primary somatosensory area, nose",HIP CA1,0.00424045324326,0.0,1
"Primary somatosensory area, barrel field",HIP CA1,0.00419080257416,0.00046306848526,2
Supplemental somatosensory area,NP PPP/RSP,0.0041798154513,0.000684272804631,6
Laterointermediate area,DGgc,0.00349348783493,0.0,1
"Primary somatosensory area, upper limb",ENT UL,0.00339031219482,0.0,1
"Retrosplenial area, dorsal part",DGpo,0.00327211618423,0.0,1
"Primary somatosensory area, mouth",HIP CA1,0.00304359197617,0.0,1
"Primary somatosensory area, barrel field",HIP SUB,0.0030380487442,0.0,1
Supplemental somatosensory area,LA,0.00295153260231,0.0,1
"Primary somatosensory area, unassigned",RSP/ACA ML,0.00289605061213,0.000320014797983,3
"Primary somatosensory area, upper limb",ENT DL,0.00289492309093,0.000686092620673,3
"Primary somatosensory area, mouth",ENT DL,0.00264234095812,0.000665001571178,2
"Primary somatosensory area, barrel field",HIP CA3,0.0023128092289,0.0,1
Anterior area,Car3,0.00168295204639,0.0,1
"Primary somatosensory area, unassigned",COA,0.00160071253777,0.0,1
Supplemental somatosensory area,HIP CA3,0.00139508396387,0.000105462968349,2
Supplemental somatosensory area,HIP SUB,0.00138770540555,0.000307235107346,3
