dataset,method,group_size,metric,mean,std,n_runs
ren,scrat,256,group_accuracy,0.6110810810810811,0.08815562748855657,4
ren,scrat,512,group_accuracy,0.561081081081081,0.06629724771651169,3
ren,scrat,2,group_balanced_accuracy,0.6275271241830065,0.05841637278045998,5
ren,scrat,4,group_balanced_accuracy,0.6542081699346406,0.02785662750649679,5
ren,scrat,8,group_balanced_accuracy,0.6579967320261438,0.05244078509173594,5
ren,scrat,16,group_balanced_accuracy,0.6322467320261438,0.12224689861341642,5
ren,scrat,32,group_balanced_accuracy,0.6350307189542485,0.11598857979523296,5
ren,scrat,64,group_balanced_accuracy,0.5845228758169935,0.13822681813968787,5
ren,scrat,128,group_balanced_accuracy,0.6214104575163399,0.13120806258349862,5
ren,scrat,256,group_balanced_accuracy,0.6059448529411765,0.1429527115915964,4
ren,scrat,512,group_balanced_accuracy,0.6291873638344225,0.04472987406311511,3
ren,scrat,2,donor_majority_accuracy,0.6432432432432432,0.07971827677704124,5
ren,scrat,4,donor_majority_accuracy,0.664864864864865,0.04098851591379219,5
ren,scrat,8,donor_majority_accuracy,0.6702702702702703,0.05859319834778057,5
ren,scrat,16,donor_majority_accuracy,0.6324324324324324,0.0778641096804753,5
ren,scrat,32,donor_majority_accuracy,0.6270270270270271,0.051987524491003655,5
ren,scrat,64,donor_majority_accuracy,0.6108108108108109,0.05268537483680522,5
ren,scrat,128,donor_majority_accuracy,0.6216216216216217,0.06338399675437066,5
ren,scrat,256,donor_majority_accuracy,0.6216216216216216,0.07956541321016078,4
ren,scrat,512,donor_majority_accuracy,0.5675675675675675,0.07150679219093486,3
ren,scrat,2,donor_majority_balanced_accuracy,0.6670751633986928,0.09407139613396048,5
ren,scrat,4,donor_majority_balanced_accuracy,0.7051470588235295,0.01644411192863936,5
ren,scrat,8,donor_majority_balanced_accuracy,0.6839705882352941,0.0907989349077128,5
ren,scrat,16,donor_majority_balanced_accuracy,0.6362908496732026,0.11800989686299448,5
ren,scrat,32,donor_majority_balanced_accuracy,0.6314705882352941,0.11398568843673652,5
ren,scrat,64,donor_majority_balanced_accuracy,0.5820915032679738,0.1347181272837118,5
ren,scrat,128,donor_majority_balanced_accuracy,0.6168790849673202,0.13428288094222632,5
ren,scrat,256,donor_majority_balanced_accuracy,0.6141748366013072,0.14023704114615365,4
ren,scrat,512,donor_majority_balanced_accuracy,0.634041394335512,0.04640323897203873,3
stevenson,tissueformer,1,group_accuracy,0.5807332446484263,0.10506871302625218,3
stevenson,tissueformer,2,group_accuracy,0.5363822442980178,0.0684254767209379,5
stevenson,tissueformer,4,group_accuracy,0.6130515048046687,0.06381467004284093,5
stevenson,tissueformer,8,group_accuracy,0.6587985156043505,0.10932770210772483,4
stevenson,tissueformer,16,group_accuracy,0.6345056100136828,0.10287858685162991,5
stevenson,tissueformer,32,group_accuracy,0.6499320101729666,0.07353947070183624,4
stevenson,tissueformer,64,group_accuracy,0.6342184543613834,0.12194250055257917,3
stevenson,tissueformer,128,group_accuracy,0.6233053925597092,0.14607569694329117,4
stevenson,tissueformer,256,group_accuracy,0.5650798959603773,0.052090616393416785,4
stevenson,tissueformer,512,group_accuracy,0.7746815866949349,0.10172159761096365,3
stevenson,tissueformer,1,group_balanced_accuracy,0.5531282239293858,0.01955588157879572,3
stevenson,tissueformer,2,group_balanced_accuracy,0.6031537350802852,0.03205268427476906,5
stevenson,tissueformer,4,group_balanced_accuracy,0.6432158397607207,0.04983928004982653,5
stevenson,tissueformer,8,group_balanced_accuracy,0.6436504562223393,0.032510216041884324,4
stevenson,tissueformer,16,group_balanced_accuracy,0.6562186978000231,0.0484125732720477,5
stevenson,tissueformer,32,group_balanced_accuracy,0.6836693271406459,0.010219737632123714,4
stevenson,tissueformer,64,group_balanced_accuracy,0.6761477081291578,0.06776629714447145,3
stevenson,tissueformer,128,group_balanced_accuracy,0.6899674332468081,0.07485484307811192,4
stevenson,tissueformer,256,group_balanced_accuracy,0.6397065152932764,0.0780864574804479,4
stevenson,tissueformer,512,group_balanced_accuracy,0.7158147173107907,0.19067939842949008,3
stevenson,tissueformer,1,donor_majority_accuracy,0.6121212121212121,0.1021800927278022,3
stevenson,tissueformer,2,donor_majority_accuracy,0.5763203463203463,0.10589013599496692,5
stevenson,tissueformer,4,donor_majority_accuracy,0.623982683982684,0.08701707901041328,5
stevenson,tissueformer,8,donor_majority_accuracy,0.6751623376623377,0.13665231760200322,4
stevenson,tissueformer,16,donor_majority_accuracy,0.6525541125541124,0.08716394047787446,5
stevenson,tissueformer,32,donor_majority_accuracy,0.648538961038961,0.07424471176413552,4
stevenson,tissueformer,64,donor_majority_accuracy,0.706060606060606,0.178685127124916,3
stevenson,tissueformer,128,donor_majority_accuracy,0.5787337662337662,0.1430629912046056,4
stevenson,tissueformer,256,donor_majority_accuracy,0.5048701298701299,0.066512231873634,4
stevenson,tissueformer,512,donor_majority_accuracy,0.6971861471861471,0.04137710709179377,3
stevenson,tissueformer,1,donor_majority_balanced_accuracy,0.5839506172839507,0.014021995915556208,3
stevenson,tissueformer,2,donor_majority_balanced_accuracy,0.6503439153439153,0.09458363833056807,5
stevenson,tissueformer,4,donor_majority_balanced_accuracy,0.6643121693121694,0.06310025714067392,5
stevenson,tissueformer,8,donor_majority_balanced_accuracy,0.6748015873015872,0.08779173372795378,4
stevenson,tissueformer,16,donor_majority_balanced_accuracy,0.6814285714285713,0.06428412206533005,5
stevenson,tissueformer,32,donor_majority_balanced_accuracy,0.6769179894179895,0.0281199011907496,4
stevenson,tissueformer,64,donor_majority_balanced_accuracy,0.7179012345679013,0.13269307868967584,3
stevenson,tissueformer,128,donor_majority_balanced_accuracy,0.6384589947089947,0.09178085701585963,4
stevenson,tissueformer,256,donor_majority_balanced_accuracy,0.5859126984126983,0.11284433320913803,4
stevenson,tissueformer,512,donor_majority_balanced_accuracy,0.6843915343915343,0.13855136614830046,3
stevenson,random_forest_pseudobulk,1,group_accuracy,0.5468846177692884,0.12556297247926812,5
stevenson,random_forest_pseudobulk,2,group_accuracy,0.5630981846514852,0.1362017459506797,5
stevenson,random_forest_pseudobulk,4,group_accuracy,0.5696109105806714,0.14091216102873003,5
stevenson,random_forest_pseudobulk,8,group_accuracy,0.6061512552313086,0.146654099448679,5
stevenson,random_forest_pseudobulk,16,group_accuracy,0.5752341076883392,0.14446225145431063,4
stevenson,random_forest_pseudobulk,32,group_accuracy,0.5964830301088623,0.19067619158405572,6
stevenson,random_forest_pseudobulk,64,group_accuracy,0.6330817793186121,0.1652044445070575,5
stevenson,random_forest_pseudobulk,128,group_accuracy,0.6416050234857762,0.16810176567076557,5
stevenson,random_forest_pseudobulk,256,group_accuracy,0.653497460975999,0.15447108297353013,5
stevenson,random_forest_pseudobulk,512,group_accuracy,0.6469193505980855,0.17400875435570864,5
stevenson,random_forest_pseudobulk,all,group_accuracy,0.6330303030303029,0.08421994200876459,5
stevenson,random_forest_pseudobulk,1,group_balanced_accuracy,0.3597886241428717,0.027307614511625878,5
stevenson,random_forest_pseudobulk,2,group_balanced_accuracy,0.36830080411230504,0.040553561000339834,5
stevenson,random_forest_pseudobulk,4,group_balanced_accuracy,0.34940590337299465,0.01901335773104238,5
stevenson,random_forest_pseudobulk,8,group_balanced_accuracy,0.41565657888752244,0.08335190470845645,5
stevenson,random_forest_pseudobulk,16,group_balanced_accuracy,0.42736378249091955,0.06880623273558811,4
stevenson,random_forest_pseudobulk,32,group_balanced_accuracy,0.47657103743991586,0.11985710625400908,6
stevenson,random_forest_pseudobulk,64,group_balanced_accuracy,0.504790717720236,0.09923853897697299,5
stevenson,random_forest_pseudobulk,128,group_balanced_accuracy,0.5398206268116981,0.13303857237478803,5
stevenson,random_forest_pseudobulk,256,group_balanced_accuracy,0.5602853925128326,0.07820582638989347,5
stevenson,random_forest_pseudobulk,512,group_balanced_accuracy,0.5628255658604424,0.13285033728048157,5
stevenson,random_forest_pseudobulk,all,group_balanced_accuracy,0.5920634920634921,0.09426754140508724,5
stevenson,random_forest_pseudobulk,1,donor_majority_accuracy,0.5186147186147185,0.15155070702172793,5
stevenson,random_forest_pseudobulk,2,donor_majority_accuracy,0.5281385281385281,0.1641529101789057,5
stevenson,random_forest_pseudobulk,4,donor_majority_accuracy,0.5186147186147185,0.15155070702172793,5
stevenson,random_forest_pseudobulk,8,donor_majority_accuracy,0.5757575757575758,0.15544531696337446,5
stevenson,random_forest_pseudobulk,16,donor_majority_accuracy,0.5548160173160173,0.14456901808301353,4
stevenson,random_forest_pseudobulk,32,donor_majority_accuracy,0.5650072150072151,0.19131660654450847,6
stevenson,random_forest_pseudobulk,64,donor_majority_accuracy,0.6152813852813852,0.18427005822447592,5
stevenson,random_forest_pseudobulk,128,donor_majority_accuracy,0.6061904761904762,0.18126355832669946,5
stevenson,random_forest_pseudobulk,256,donor_majority_accuracy,0.5962337662337662,0.14395986574466568,5
stevenson,random_forest_pseudobulk,512,donor_majority_accuracy,0.6135497835497834,0.12927910247392252,5
stevenson,random_forest_pseudobulk,1,donor_majority_balanced_accuracy,0.3333333333333333,0.0,5
stevenson,random_forest_pseudobulk,2,donor_majority_balanced_accuracy,0.3466666666666666,0.029814239699997216,5
stevenson,random_forest_pseudobulk,4,donor_majority_balanced_accuracy,0.3333333333333333,0.0,5
stevenson,random_forest_pseudobulk,8,donor_majority_balanced_accuracy,0.4133333333333334,0.11925695879998878,5
stevenson,random_forest_pseudobulk,16,donor_majority_balanced_accuracy,0.43333333333333335,0.11547005383792516,4
stevenson,random_forest_pseudobulk,32,donor_majority_balanced_accuracy,0.4671296296296297,0.11288058623594757,6
stevenson,random_forest_pseudobulk,64,donor_majority_balanced_accuracy,0.5022222222222221,0.1001233806761672,5
stevenson,random_forest_pseudobulk,128,donor_majority_balanced_accuracy,0.5263492063492063,0.1463144261946621,5
stevenson,random_forest_pseudobulk,256,donor_majority_balanced_accuracy,0.5104761904761904,0.06720868100715184,5
stevenson,random_forest_pseudobulk,512,donor_majority_balanced_accuracy,0.5687301587301588,0.12185783653718296,5
stevenson,logistic_regression_pseudobulk,1,group_accuracy,0.4554851898128904,0.0733442459958177,5
stevenson,logistic_regression_pseudobulk,2,group_accuracy,0.4777735518289692,0.060870036133394964,5
stevenson,logistic_regression_pseudobulk,4,group_accuracy,0.4926327158214443,0.04416767284203076,5
stevenson,logistic_regression_pseudobulk,8,group_accuracy,0.4395534074299722,0.15855628643421646,5
stevenson,logistic_regression_pseudobulk,16,group_accuracy,0.5362421929666198,0.08860134034822778,4
stevenson,logistic_regression_pseudobulk,32,group_accuracy,0.5458527660283938,0.09488126925280418,6
stevenson,logistic_regression_pseudobulk,64,group_accuracy,0.573919439307392,0.0821332009758811,5
stevenson,logistic_regression_pseudobulk,128,group_accuracy,0.5953415052897795,0.0668426509569595,5
stevenson,logistic_regression_pseudobulk,256,group_accuracy,0.6342884061812455,0.06170997042281709,5
stevenson,logistic_regression_pseudobulk,512,group_accuracy,0.5771357112811154,0.2056874082219515,5
stevenson,logistic_regression_pseudobulk,all,group_accuracy,0.6812121212121213,0.10103130059951815,5
stevenson,logistic_regression_pseudobulk,1,group_balanced_accuracy,0.3660463219636708,0.02415675832966282,5
stevenson,logistic_regression_pseudobulk,2,group_balanced_accuracy,0.4194066318038465,0.03209155694134367,5
stevenson,logistic_regression_pseudobulk,4,group_balanced_accuracy,0.4382843324930613,0.051711224399179294,5
stevenson,logistic_regression_pseudobulk,8,group_balanced_accuracy,0.4539943192032426,0.06822362500187827,5
stevenson,logistic_regression_pseudobulk,16,group_balanced_accuracy,0.5041037117525952,0.024389725637139693,4
stevenson,logistic_regression_pseudobulk,32,group_balanced_accuracy,0.5791415779426037,0.058216568437089986,6
stevenson,logistic_regression_pseudobulk,64,group_balanced_accuracy,0.609727185702648,0.07093084337218535,5
stevenson,logistic_regression_pseudobulk,128,group_balanced_accuracy,0.6337835921332916,0.06315603861582471,5
stevenson,logistic_regression_pseudobulk,256,group_balanced_accuracy,0.6706785274974812,0.034628411709690485,5
stevenson,logistic_regression_pseudobulk,512,group_balanced_accuracy,0.6314883064544977,0.1668624767461354,5
stevenson,logistic_regression_pseudobulk,all,group_balanced_accuracy,0.7282010582010583,0.0764302151205708,5
stevenson,logistic_regression_pseudobulk,1,donor_majority_accuracy,0.5186147186147185,0.15155070702172793,5
stevenson,logistic_regression_pseudobulk,2,donor_majority_accuracy,0.5272727272727272,0.12221868707311086,5
stevenson,logistic_regression_pseudobulk,4,donor_majority_accuracy,0.554978354978355,0.1606885938623136,5
stevenson,logistic_regression_pseudobulk,8,donor_majority_accuracy,0.4758874458874459,0.19972442174929786,5
stevenson,logistic_regression_pseudobulk,16,donor_majority_accuracy,0.6127705627705629,0.11740384246361217,4
stevenson,logistic_regression_pseudobulk,32,donor_majority_accuracy,0.5571067821067821,0.10546705694468214,6
stevenson,logistic_regression_pseudobulk,64,donor_majority_accuracy,0.6352813852813852,0.10811682895014872,5
stevenson,logistic_regression_pseudobulk,128,donor_majority_accuracy,0.6244155844155843,0.07738668885587648,5
stevenson,logistic_regression_pseudobulk,256,donor_majority_accuracy,0.6443722943722944,0.12986020885626715,5
stevenson,logistic_regression_pseudobulk,512,donor_majority_accuracy,0.5854545454545456,0.20465539087377868,5
stevenson,logistic_regression_pseudobulk,1,donor_majority_balanced_accuracy,0.3333333333333333,0.0,5
stevenson,logistic_regression_pseudobulk,2,donor_majority_balanced_accuracy,0.445079365079365,0.10984310485667868,5
stevenson,logistic_regression_pseudobulk,4,donor_majority_balanced_accuracy,0.4795238095238096,0.14997732254881593,5
stevenson,logistic_regression_pseudobulk,8,donor_majority_balanced_accuracy,0.5069576719576719,0.09833032978432428,5
stevenson,logistic_regression_pseudobulk,16,donor_majority_balanced_accuracy,0.5988425925925925,0.060051489680892765,4
stevenson,logistic_regression_pseudobulk,32,donor_majority_balanced_accuracy,0.5948192239858906,0.0731607725965291,6
stevenson,logistic_regression_pseudobulk,64,donor_majority_balanced_accuracy,0.6776719576719578,0.07217553532960307,5
stevenson,logistic_regression_pseudobulk,128,donor_majority_balanced_accuracy,0.6715343915343915,0.04914180496893481,5
stevenson,logistic_regression_pseudobulk,256,donor_majority_balanced_accuracy,0.6857936507936507,0.0833958571191093,5
stevenson,logistic_regression_pseudobulk,512,donor_majority_balanced_accuracy,0.6212962962962962,0.17248834476837208,5
stevenson,random_forest_cell_type_histogram,1,group_accuracy,0.38353215935472684,0.057012057409444795,5
stevenson,random_forest_cell_type_histogram,2,group_accuracy,0.4421737057603433,0.08324923283648196,5
stevenson,random_forest_cell_type_histogram,4,group_accuracy,0.4565775846440568,0.060576284585494786,5
stevenson,random_forest_cell_type_histogram,8,group_accuracy,0.5161578875780555,0.08624801683797088,5
stevenson,random_forest_cell_type_histogram,16,group_accuracy,0.4984117147731639,0.06752781398282086,4
stevenson,random_forest_cell_type_histogram,32,group_accuracy,0.541962037600486,0.13246711198455505,6
stevenson,random_forest_cell_type_histogram,64,group_accuracy,0.5734453124462169,0.11384339705676641,5
stevenson,random_forest_cell_type_histogram,128,group_accuracy,0.5838872267312601,0.15753041376364907,5
stevenson,random_forest_cell_type_histogram,256,group_accuracy,0.5711162652892084,0.16281817353608913,5
stevenson,random_forest_cell_type_histogram,512,group_accuracy,0.5994513910578199,0.1553212483447151,5
stevenson,random_forest_cell_type_histogram,all,group_accuracy,0.5662770562770563,0.06547116362943876,5
stevenson,random_forest_cell_type_histogram,1,group_balanced_accuracy,0.3457980320325529,0.029735096391919413,5
stevenson,random_forest_cell_type_histogram,2,group_balanced_accuracy,0.37121093845140896,0.04875383914785831,5
stevenson,random_forest_cell_type_histogram,4,group_balanced_accuracy,0.3694553252303065,0.032516995686343454,5
stevenson,random_forest_cell_type_histogram,8,group_balanced_accuracy,0.4126240160273831,0.07945361277557593,5
stevenson,random_forest_cell_type_histogram,16,group_balanced_accuracy,0.3940355252689339,0.04101993809688713,4
stevenson,random_forest_cell_type_histogram,32,group_balanced_accuracy,0.4199213369552702,0.06909099329837447,6
stevenson,random_forest_cell_type_histogram,64,group_balanced_accuracy,0.472334778861579,0.08511004861471094,5
stevenson,random_forest_cell_type_histogram,128,group_balanced_accuracy,0.47395672675813943,0.10576504088428541,5
stevenson,random_forest_cell_type_histogram,256,group_balanced_accuracy,0.48384517672499444,0.1213358067143235,5
stevenson,random_forest_cell_type_histogram,512,group_balanced_accuracy,0.5309730372767654,0.2155346627162886,5
stevenson,random_forest_cell_type_histogram,all,group_balanced_accuracy,0.5015079365079366,0.040024715216579666,5
stevenson,random_forest_cell_type_histogram,1,donor_majority_accuracy,0.4322943722943723,0.11938935602364392,5
stevenson,random_forest_cell_type_histogram,2,donor_majority_accuracy,0.5,0.1279987830473811,5
stevenson,random_forest_cell_type_histogram,4,donor_majority_accuracy,0.4727272727272728,0.10394794882495913,5
stevenson,random_forest_cell_type_histogram,8,donor_majority_accuracy,0.5471861471861472,0.1939700713986943,5
stevenson,random_forest_cell_type_histogram,16,donor_majority_accuracy,0.5060064935064935,0.14036930044390733,4
stevenson,random_forest_cell_type_histogram,32,donor_majority_accuracy,0.5245310245310245,0.1830542741240997,6
stevenson,random_forest_cell_type_histogram,64,donor_majority_accuracy,0.5216883116883118,0.15505530267070108,5
stevenson,random_forest_cell_type_histogram,128,donor_majority_accuracy,0.5771428571428572,0.19370598972947475,5
stevenson,random_forest_cell_type_histogram,256,donor_majority_accuracy,0.5303463203463205,0.13909266735886502,5
stevenson,random_forest_cell_type_histogram,512,donor_majority_accuracy,0.5762770562770563,0.1211790307336723,5
stevenson,random_forest_cell_type_histogram,1,donor_majority_balanced_accuracy,0.39444444444444443,0.09984555975339683,5
stevenson,random_forest_cell_type_histogram,2,donor_majority_balanced_accuracy,0.36126984126984124,0.07550618635168019,5
stevenson,random_forest_cell_type_histogram,4,donor_majority_balanced_accuracy,0.3687301587301587,0.09543894165791059,5
stevenson,random_forest_cell_type_histogram,8,donor_majority_balanced_accuracy,0.4019047619047619,0.15333037559998555,5
stevenson,random_forest_cell_type_histogram,16,donor_majority_balanced_accuracy,0.3666666666666667,0.03849001794597507,4
stevenson,random_forest_cell_type_histogram,32,donor_majority_balanced_accuracy,0.3833333333333333,0.07817359599705716,6
stevenson,random_forest_cell_type_histogram,64,donor_majority_balanced_accuracy,0.4038095238095238,0.1460903953999643,5
stevenson,random_forest_cell_type_histogram,128,donor_majority_balanced_accuracy,0.4522222222222222,0.09872645835968649,5
stevenson,random_forest_cell_type_histogram,256,donor_majority_balanced_accuracy,0.44825396825396824,0.08310702452756409,5
stevenson,random_forest_cell_type_histogram,512,donor_majority_balanced_accuracy,0.5265079365079365,0.20097676574134346,5
stevenson,logistic_regression_cell_type_histogram,1,group_accuracy,0.3230278079752193,0.09858434372704124,5
stevenson,logistic_regression_cell_type_histogram,2,group_accuracy,0.309117180818518,0.11688479864154917,5
stevenson,logistic_regression_cell_type_histogram,4,group_accuracy,0.4115397921923411,0.015247983137085587,5
stevenson,logistic_regression_cell_type_histogram,8,group_accuracy,0.39905780762969434,0.09936349090452273,5
stevenson,logistic_regression_cell_type_histogram,16,group_accuracy,0.3701826686192968,0.11056029427173396,4
stevenson,logistic_regression_cell_type_histogram,32,group_accuracy,0.44405050138312885,0.12246423200776925,6
stevenson,logistic_regression_cell_type_histogram,64,group_accuracy,0.48280231977001914,0.07919760038226555,5
stevenson,logistic_regression_cell_type_histogram,128,group_accuracy,0.51724937714817,0.07779563763216955,5
stevenson,logistic_regression_cell_type_histogram,256,group_accuracy,0.5399387039008171,0.1797363676888461,5
stevenson,logistic_regression_cell_type_histogram,512,group_accuracy,0.517870841334752,0.12057915545702591,5
stevenson,logistic_regression_cell_type_histogram,all,group_accuracy,0.5413852813852814,0.16879331354936697,5
stevenson,logistic_regression_cell_type_histogram,1,group_balanced_accuracy,0.3330171393441794,0.002933689749711601,5
stevenson,logistic_regression_cell_type_histogram,2,group_balanced_accuracy,0.3596342384084217,0.040914046503076285,5
stevenson,logistic_regression_cell_type_histogram,4,group_balanced_accuracy,0.3724606582345512,0.05285613986775386,5
stevenson,logistic_regression_cell_type_histogram,8,group_balanced_accuracy,0.3858538300321238,0.11338106911582048,5
stevenson,logistic_regression_cell_type_histogram,16,group_balanced_accuracy,0.3626850878910964,0.05355381498893953,4
stevenson,logistic_regression_cell_type_histogram,32,group_balanced_accuracy,0.3979018430469358,0.08613883621996268,6
stevenson,logistic_regression_cell_type_histogram,64,group_balanced_accuracy,0.484388862929912,0.07567069005232528,5
stevenson,logistic_regression_cell_type_histogram,128,group_balanced_accuracy,0.5440020503240538,0.11716697151004725,5
stevenson,logistic_regression_cell_type_histogram,256,group_balanced_accuracy,0.568662265617466,0.18512631302134577,5
stevenson,logistic_regression_cell_type_histogram,512,group_balanced_accuracy,0.567851103286902,0.11842282761800921,5
stevenson,logistic_regression_cell_type_histogram,all,group_balanced_accuracy,0.5807936507936509,0.14019723895293984,5
stevenson,logistic_regression_cell_type_histogram,1,donor_majority_accuracy,0.3504761904761905,0.15677529670332546,5
stevenson,logistic_regression_cell_type_histogram,2,donor_majority_accuracy,0.39047619047619053,0.22658419719459807,5
stevenson,logistic_regression_cell_type_histogram,4,donor_majority_accuracy,0.4995670995670995,0.07304032294867824,5
stevenson,logistic_regression_cell_type_histogram,8,donor_majority_accuracy,0.45415584415584415,0.11548003458427972,5
stevenson,logistic_regression_cell_type_histogram,16,donor_majority_accuracy,0.3765692640692641,0.10134869682367431,4
stevenson,logistic_regression_cell_type_histogram,32,donor_majority_accuracy,0.423953823953824,0.12616405139904083,6
stevenson,logistic_regression_cell_type_histogram,64,donor_majority_accuracy,0.5118181818181818,0.1330483757127172,5
stevenson,logistic_regression_cell_type_histogram,128,donor_majority_accuracy,0.6048484848484849,0.07646754521143004,5
stevenson,logistic_regression_cell_type_histogram,256,donor_majority_accuracy,0.6062337662337661,0.1615439760973442,5
stevenson,logistic_regression_cell_type_histogram,512,donor_majority_accuracy,0.5703030303030303,0.20714016563365137,5
stevenson,logistic_regression_cell_type_histogram,1,donor_majority_balanced_accuracy,0.36,0.07958224257542215,5
stevenson,logistic_regression_cell_type_histogram,2,donor_majority_balanced_accuracy,0.43047619047619046,0.15392079124447175,5
stevenson,logistic_regression_cell_type_histogram,4,donor_majority_balanced_accuracy,0.3936507936507936,0.08903049944368352,5
stevenson,logistic_regression_cell_type_histogram,8,donor_majority_balanced_accuracy,0.42783068783068784,0.1929896809075964,5
stevenson,logistic_regression_cell_type_histogram,16,donor_majority_balanced_accuracy,0.33171296296296293,0.12437859947848928,4
stevenson,logistic_regression_cell_type_histogram,32,donor_majority_balanced_accuracy,0.3916666666666666,0.06972166887783965,6
stevenson,logistic_regression_cell_type_histogram,64,donor_majority_balanced_accuracy,0.5097883597883598,0.11812254483419989,5
stevenson,logistic_regression_cell_type_histogram,128,donor_majority_balanced_accuracy,0.6442592592592593,0.11435166441730026,5
stevenson,logistic_regression_cell_type_histogram,256,donor_majority_balanced_accuracy,0.6188095238095238,0.21965739258767897,5
stevenson,logistic_regression_cell_type_histogram,512,donor_majority_balanced_accuracy,0.6182010582010582,0.1659398150770971,5
stevenson,cellcnn,2,group_accuracy,0.28242399368068744,0.11376483784491875,5
stevenson,cellcnn,4,group_accuracy,0.2989088364789128,0.10732969109065056,5
stevenson,cellcnn,8,group_accuracy,0.2722706898051841,0.1090442507443957,5
stevenson,cellcnn,16,group_accuracy,0.27391807152996994,0.10372377327508805,5
stevenson,cellcnn,32,group_accuracy,0.2778319337899987,0.1014258570806122,5
stevenson,cellcnn,64,group_accuracy,0.36394610353587536,0.13171871828668122,5
stevenson,cellcnn,128,group_accuracy,0.4183422018688946,0.1428491201462572,5
stevenson,cellcnn,256,group_accuracy,0.4618342562008867,0.1543744054860278,5
stevenson,cellcnn,512,group_accuracy,0.5554994039776648,0.15453048674051326,5
stevenson,cellcnn,2,group_balanced_accuracy,0.3538806815550277,0.05262489264992437,5
stevenson,cellcnn,4,group_balanced_accuracy,0.3836028936276065,0.04612891367177696,5
stevenson,cellcnn,8,group_balanced_accuracy,0.3651344597731021,0.04594771860998081,5
stevenson,cellcnn,16,group_balanced_accuracy,0.36232210924865155,0.031301779128032226,5
stevenson,cellcnn,32,group_balanced_accuracy,0.37185949379809935,0.03940632888973958,5
stevenson,cellcnn,64,group_balanced_accuracy,0.499873494459712,0.04298423722135664,5
stevenson,cellcnn,128,group_balanced_accuracy,0.5764887889347428,0.04682784714278978,5
stevenson,cellcnn,256,group_balanced_accuracy,0.6106029617652626,0.055427672964990335,5
stevenson,cellcnn,512,group_balanced_accuracy,0.6761627547617886,0.07662179077333359,5
stevenson,cellcnn,2,donor_majority_accuracy,0.28160173160173163,0.1606667252203062,5
stevenson,cellcnn,4,donor_majority_accuracy,0.2906926406926407,0.17660865421197453,5
stevenson,cellcnn,8,donor_majority_accuracy,0.2725108225108225,0.12487789429718486,5
stevenson,cellcnn,16,donor_majority_accuracy,0.3024675324675325,0.1318728694695843,5
stevenson,cellcnn,32,donor_majority_accuracy,0.30207792207792206,0.14334443978668407,5
stevenson,cellcnn,64,donor_majority_accuracy,0.4146320346320346,0.12432173886571912,5
stevenson,cellcnn,128,donor_majority_accuracy,0.42463203463203464,0.14186345999264732,5
stevenson,cellcnn,256,donor_majority_accuracy,0.4532467532467532,0.1660865825689367,5
stevenson,cellcnn,512,donor_majority_accuracy,0.5594805194805195,0.19794549217077298,5
stevenson,cellcnn,2,donor_majority_balanced_accuracy,0.3659259259259259,0.07287925259999314,5
stevenson,cellcnn,4,donor_majority_balanced_accuracy,0.3792592592592593,0.1246834125325746,5
stevenson,cellcnn,8,donor_majority_balanced_accuracy,0.37351851851851847,0.05544587939457842,5
stevenson,cellcnn,16,donor_majority_balanced_accuracy,0.40166666666666667,0.06881940940687525,5
stevenson,cellcnn,32,donor_majority_balanced_accuracy,0.3905555555555555,0.11234729004407233,5
stevenson,cellcnn,64,donor_majority_balanced_accuracy,0.5803703703703703,0.06473010337222454,5
stevenson,cellcnn,128,donor_majority_balanced_accuracy,0.5792592592592593,0.048173070472961,5
stevenson,cellcnn,256,donor_majority_balanced_accuracy,0.6083333333333333,0.06972166887783961,5
stevenson,cellcnn,512,donor_majority_balanced_accuracy,0.6823015873015872,0.1119011031710792,5
stevenson,scagg,2,group_accuracy,0.3254269559758669,0.1952754510920987,5
stevenson,scagg,4,group_accuracy,0.3573163414700763,0.19144363817357613,5
stevenson,scagg,8,group_accuracy,0.34140473972099156,0.19647668070297816,5
stevenson,scagg,16,group_accuracy,0.37689303247962463,0.17519509475444042,5
stevenson,scagg,32,group_accuracy,0.35603354978354973,0.18377189231303065,5
stevenson,scagg,64,group_accuracy,0.39369588744588746,0.17713681772776899,5
stevenson,scagg,128,group_accuracy,0.36796536796536794,0.17742152390277102,5
stevenson,scagg,256,group_accuracy,0.3878364389233955,0.18231273237333012,5
stevenson,scagg,512,group_accuracy,0.37056277056277054,0.19386588114709846,5
stevenson,scagg,2,group_balanced_accuracy,0.32878565937872783,0.01007565478267029,5
stevenson,scagg,4,group_balanced_accuracy,0.3341819997749453,0.0018253650569450936,5
stevenson,scagg,8,group_balanced_accuracy,0.3334567384787004,0.00027594229381401754,5
stevenson,scagg,16,group_balanced_accuracy,0.3594599627560521,0.05842091941214536,5
stevenson,scagg,32,group_balanced_accuracy,0.34051587301587294,0.016060646981248507,5
stevenson,scagg,64,group_balanced_accuracy,0.33972222222222215,0.014285989856248656,5
stevenson,scagg,128,group_balanced_accuracy,0.3401587301587301,0.015262051274998583,5
stevenson,scagg,256,group_balanced_accuracy,0.3279382332643202,0.06440447659114044,5
stevenson,scagg,512,group_balanced_accuracy,0.31269841269841264,0.04614108524999565,5
stevenson,scagg,2,donor_majority_accuracy,0.32229437229437224,0.19616289738646076,5
