dataset,method,group_size,metric,mean,std,n_runs
combined,scagg,128,group_accuracy,0.4563728746626589,0.06472944503806152,5
combined,scagg,256,group_accuracy,0.47398870405032156,0.06227652066042629,5
combined,scagg,512,group_accuracy,0.462887957597973,0.05499274802689756,5
combined,scagg,2,group_balanced_accuracy,0.41880562976169483,0.04913080275885032,3
combined,scagg,4,group_balanced_accuracy,0.4165877697634276,0.04883234303727294,2
combined,scagg,8,group_balanced_accuracy,0.4088734547748113,0.05337520716169867,2
combined,scagg,16,group_balanced_accuracy,0.38287842175092535,0.07572238639479556,2
combined,scagg,32,group_balanced_accuracy,0.39617097416453473,0.0919153420984275,2
combined,scagg,64,group_balanced_accuracy,0.37003005496190533,0.048004845079549066,5
combined,scagg,128,group_balanced_accuracy,0.3878529236778603,0.07579201682164562,5
combined,scagg,256,group_balanced_accuracy,0.4006392023975017,0.07559198275624147,5
combined,scagg,512,group_balanced_accuracy,0.3774873143418274,0.049489969887644834,5
combined,scagg,2,donor_majority_accuracy,0.4977777777777777,0.12098362301169956,3
combined,scagg,4,donor_majority_accuracy,0.45999999999999996,0.009428090415820656,2
combined,scagg,8,donor_majority_accuracy,0.45999999999999996,0.009428090415820656,2
combined,scagg,16,donor_majority_accuracy,0.35333333333333333,0.06599663291074447,2
combined,scagg,32,donor_majority_accuracy,0.44666666666666666,0.06599663291074442,2
combined,scagg,64,donor_majority_accuracy,0.46557894736842104,0.07099178681378468,5
combined,scagg,128,donor_majority_accuracy,0.46557894736842104,0.07699819922506462,5
combined,scagg,256,donor_majority_accuracy,0.4762456140350877,0.06694903267636063,5
combined,scagg,512,donor_majority_accuracy,0.4629122807017544,0.05964081469488818,5
combined,scagg,2,donor_majority_balanced_accuracy,0.4754469987228607,0.06199992119488878,3
combined,scagg,4,donor_majority_balanced_accuracy,0.4305390519830175,0.08541872981726355,2
combined,scagg,8,donor_majority_balanced_accuracy,0.3962704083393739,0.04186601297053204,2
combined,scagg,16,donor_majority_balanced_accuracy,0.3963963963963964,0.08918463906857359,2
combined,scagg,32,donor_majority_balanced_accuracy,0.39560249905077494,0.08806189867526372,2
combined,scagg,64,donor_majority_balanced_accuracy,0.36792074901780125,0.04565916942368626,5
combined,scagg,128,donor_majority_balanced_accuracy,0.39715443075148305,0.08864280421361138,5
combined,scagg,256,donor_majority_balanced_accuracy,0.4059232052863866,0.08417362201272752,5
combined,scagg,512,donor_majority_balanced_accuracy,0.37710618445323674,0.052432155039100065,5
combined,scrat,2,group_accuracy,0.6541333333333333,0.02133166660155744,3
combined,scrat,4,group_accuracy,0.6963999999999999,0.006599663291074423,2
combined,scrat,8,group_accuracy,0.7336,0.027152900397563417,2
combined,scrat,16,group_accuracy,0.7289333333333333,0.029604203905676828,2
combined,scrat,32,group_accuracy,0.6565333333333333,0.048648946545634446,2
combined,scrat,64,group_accuracy,0.7108708771929825,0.04473374742650225,5
combined,scrat,128,group_accuracy,0.6954589473684211,0.09006620732242811,5
combined,scrat,256,group_accuracy,0.7275887719298246,0.043550040303824734,5
combined,scrat,512,group_accuracy,0.7615877192982456,0.03606407957000085,4
combined,scrat,2,group_balanced_accuracy,0.6686753171077884,0.02509297522654603,3
combined,scrat,4,group_balanced_accuracy,0.7344769099338064,0.01041564103757451,2
combined,scrat,8,group_balanced_accuracy,0.7514818014300773,0.011414888436335622,2
combined,scrat,16,group_balanced_accuracy,0.7434938989055369,0.005459362008255759,2
combined,scrat,32,group_balanced_accuracy,0.731673022160091,0.02069352717974305,2
combined,scrat,64,group_balanced_accuracy,0.7518158998475184,0.03585470185407739,5
combined,scrat,128,group_balanced_accuracy,0.7244460925020435,0.05671286318846609,5
combined,scrat,256,group_balanced_accuracy,0.7506122688792878,0.038629309077524224,5
combined,scrat,512,group_balanced_accuracy,0.784579288435309,0.030928197205984397,4
combined,scrat,2,donor_majority_accuracy,0.7111111111111111,0.020367003088692586,3
combined,scrat,4,donor_majority_accuracy,0.74,0.04714045207910316,2
combined,scrat,8,donor_majority_accuracy,0.7533333333333334,0.009428090415820616,2
combined,scrat,16,donor_majority_accuracy,0.76,0.0,2
combined,scrat,32,donor_majority_accuracy,0.6799999999999999,0.075424723326565,2
combined,scrat,64,donor_majority_accuracy,0.7180701754385965,0.056948946589886584,5
combined,scrat,128,donor_majority_accuracy,0.6866315789473684,0.09985372496636442,5
combined,scrat,256,donor_majority_accuracy,0.7340350877192982,0.045242753458819784,5
combined,scrat,512,donor_majority_accuracy,0.7772807017543859,0.030587925996782624,4
combined,scrat,2,donor_majority_balanced_accuracy,0.7322362310149667,0.017316829929637335,3
combined,scrat,4,donor_majority_balanced_accuracy,0.7847310672741707,0.04712794328667772,2
combined,scrat,8,donor_majority_balanced_accuracy,0.7700117806798841,0.014986695024063844,2
combined,scrat,16,donor_majority_balanced_accuracy,0.7771571803899391,0.021577150623543224,2
combined,scrat,32,donor_majority_balanced_accuracy,0.7589255203479341,0.040410416661705535,2
combined,scrat,64,donor_majority_balanced_accuracy,0.7603522981985161,0.047692756641412995,5
combined,scrat,128,donor_majority_balanced_accuracy,0.7172481113332058,0.06448925541647901,5
combined,scrat,256,donor_majority_balanced_accuracy,0.752121839182462,0.0465325762926443,5
combined,scrat,512,donor_majority_balanced_accuracy,0.7974400487175097,0.02686786951074908,4
